rating,review
5,"<p property=""reviewBody"" id=""review_445045344"">
Small line in front of the elevator.<br>If you are lucky you can see the fountain when it is on.<br>Nice view up and down the monumental.
</p>"
5,"<p property=""reviewBody"" id=""review_446784163"">
Want to see why Brasilia is said to be designed like a an airplane? Climb up the tv tower at the Esplanda dos Ministérios and see how the sprawling south wing (Asa Sul), north wing (Asa Norte) and the fuselage (Esplanada). A must do in Brasília. After the climb up, go down and walk around the TV tower stalls for shop and eat featuring local products and local foods and drinks. Try the pastel and the caldo de cana or if you are more adventurous try famous Tacacá (indian food) which numbs the mouth when ingested... too much and wrongly prepared, and it can be poison :) cooked just right and its delicious! Have fun in Brasilia!
</p>"
5,"<p property=""reviewBody"" id=""review_449701131"">
The place is great, once you take the elevator you get to a magnificient view of Brasilia, bad thing that it closes at night, it would be awesome to see the place all lighted up!
</p>"
5,"<p property=""reviewBody"" id=""review_460207058"">
From there and for free you have a great sight on the city part you must see. Below market with nice things of artisanal artists.
</p>"
5,"<p property=""reviewBody"" id=""review_465881231"">
The elevator takes you up to a viewing platform about a third of the way up on this 230 meter high TV tower. From here you really get a good idea of the extent of the city's Eixo Monumental - the very long greenway that extends in both directions from the tower and contains many of the iconic Niemeyer architectural creations. It's the next best thing to a ride up one of the legs of the Eiffel Tower. Take your time and enjoy the absolute clarity of the air that allows you to see clearly for miles and miles in all directions.
</p>"
4,"<p property=""reviewBody"" id=""review_262108415"">
It is a constitutional history lesson spelt in large letters: the congress/senate, the presidential palace and the supreme court a tripod of theoretical stability. The nearbye national flag pole made of as many pillars as states and the museum to Tiradentes rounded off by the eternal flame add to the metafor. Good for pictures of the: ""I've been there"" type. The hopeful metafor like the display model of the city is getting dusty and old.
</p>"
4,"<p property=""reviewBody"" id=""review_262136301"">
This is another achievement of its architect Oscar Niemeyer. It is called the square of the three powers because it is where the legislative, the executive and the judiciary powers converge. On one side, the National Congress stands for the legislative. The President's Office represents the executive whereas the Supreme Court stands for the legislative. But this huge square has other interesting features: an impressive flagpole, an underground showroom dedicated to the building of Brasilia, a monument, whose interior tells the story of Brazil, a bust of President Juscelino Kubitschek and many other works of art, which have become famed landmarks in the city.
</p>"
4,"<p property=""reviewBody"" id=""review_265923441"">
The archicture here is the big point. It's all about the forms, curves, lines. The whole place is amazing but there is no place nearby to rest or have some coffee, water... No restrooms. No seat, just the grass. Get a cap and sunblock. If one can wait untill sunset is better because it'll be a present from the sky. The sunset is awesome at the ""Esplanada dos Ministérios"". There some buildings to visit, like the Congress and the Itamaraty. I don't know about visiting the other buildings, as Justice Palace, Supreme Court and Planalto Palace.
</p>"
5,"<p property=""reviewBody"" id=""review_266700053"">
It is the essence of the new capital. Three close by big buildings with some of the best 20th century architecture. Nearby, more amazing buildings and urban landscape by Niemeyer and his team. And the Le Corbusier Imperial palm trees alley...
</p>"
4,"<p property=""reviewBody"" id=""review_280955791"">
It's excellent an spot to have an overview of the center of politicians in Brazil. There you see the congress, the alvorada's palace (where the president works) and the federal superior court. Also has an model of the city to explain the format of a plane.
</p>"
3,"<p property=""reviewBody"" id=""review_277404947"">
The architecture is modern, but unfortunately this place doesn't have a good reputation in Brazil, since is the center of power of the country and aggregate a lot of corrupted politicians. It also should be better conserved.
</p>"
4,"<p property=""reviewBody"" id=""review_291694722"">
As almost everything that is public in this city is monumental, they had the space and all is done big or huge, interesting to see the Palace of Alvorada, the Supreme Court and the Parliament from the same square...worth the visit
</p>"
3,"<p property=""reviewBody"" id=""review_302387350"">
This is a key landmark in Brasilia's administrative center . Key point to visit STF, national congress and the presidential palace .<br>If you are going in the dry months don't forget water, hat and sunscreen .
</p>"
4,"<p property=""reviewBody"" id=""review_308783176"">
Vast expanses, breath-taking ambitions and monumental scale. But all has the menacing air of an over-powerful state in which citizens are just little cogs, a cult of government institutions with pious references to democracy but nothing more. The architecture is undoubtedly interesting but, as with all 1960s construction, crumbling, greying and depressingly authoritarian. Definitely worth a visit. But then, when you note that there are no pavements or pedestrian facilities, you may finally realise that this entire construction is about state power over power, rather than state accountability to people. A relic of a by-gone era, worth preserving, but also worth moving on.
</p>"
5,"<p property=""reviewBody"" id=""review_291175620"">
You walk with a guide and have an unhurried trail to follow, stopping at beautiful waterfalls with wonderful views in the high savannah near Brasilia. Then a traditional lunch and more swimming if you want.
</p>"
4,"<p property=""reviewBody"" id=""review_309330901"">
Three men -Niemeyer, Costa and Burle-Marx, created one of the World's most powerful symbols of power (!) with simple geometric shapes, beautiful proportions and a few whimsical touches. Superb!
</p>"
3,"<p property=""reviewBody"" id=""review_366870653"">
The TV Tower (Torre de Televisão) is the city's best known belvedere. Get atop and you will see Esplanada dos Ministerios (Brasilia's main avenue) and its queue of identical buildings, host to Brazilian government's ministries. Far ahead, the Congress towers and its ""orange halves"" dominate the scenario.
</p>"
4,"<p property=""reviewBody"" id=""review_367012982"">
Some panels pointing to the main sights would help. The place is very popular and childrens and turists need some directions.<br>The free access is comendable.
</p>"
5,"<p property=""reviewBody"" id=""review_371354185"">
Good one idea gp there and watch the center city. The enter is free, you dont need to pay any money. Elevator pick up you from downstars with special worker inside.
</p>"
4,"<p property=""reviewBody"" id=""review_370786026"">
The view from up the tower is awesome and being from Brasília helped A LOT! There are no maps, no signs pointing to the main buildings nor explaining architectural details of the city. Even finding the elevator/knowing you're able to go up there for free may not be so easy. The view is great, but I'd suggest going there on your last day here, when you would probably know the city a bit more and then would be able to recognize some of the places you've been to.<br>The tower also hosts a small market selling all types of goods - from food (from different regions of Brazil), to furniture, clothing... Nothing super luxurious, but it's worth walking around. The market is completely open on Saturdays and Sundays, on weekdays you can get something to eat/drink and some souvenirs, but that's it!<br>If you're not from Brazil, try out ""pastel de queijo com caldo de cana"" - it's a cheese stuffed and fried ""pastry"" and a sugar cane juice. It's what locals eat (maybe change the stuffing for meat) and it's DELICIOUS! <br>Advice: check if it opens on Monday, I'm not sure. :/
</p>"
3,"<p property=""reviewBody"" id=""review_404008412"">
Nice place to have a higher perspective of Brasilia and the Eixo Monumental, all the way to the Congresso Nacional. Good for photographers.
</p>"
5,"<p property=""reviewBody"" id=""review_405107887"">
We went here in August on a sunny day. There is plenty of parking on either side of Eixo Monumental which is free and then the tower is a quick walk away. Don't miss the fountains in front of it too.<br><br>At the tower itself, there are some bored staff who will take you up quickly to the observation deck (we waited less than 2 minutes). Up here, even though it is only a fhird of the way up the tower, you still get a great view of the Eixo Monumental towards the federal ministries and national congress. You also see the start of the 'wings' of the city and the stadium.<br><br>For a free trip up with little hassle, one cannot complain, and I'd suggest anyone stopping by in Brasilia goes here (I didn't see a taller viewpoint anywhere in central Brasilia).
</p>"
4,"<p property=""reviewBody"" id=""review_394708951"">
Cool place to go get a good panoramic view of the city. You can see the Congress in the horizon and the surrounding neighborhoods.<br><br>Prepare for a bit of a line to go up: there's only one elevator to take a limit of 18 people up and down at a time. <br><br>If you have time it's a good idea to visit the food and crafts market in the area too.
</p>"
4,"<p property=""reviewBody"" id=""review_390187367"">
Awesome sight to see brasilia from atop the tower. You can really get a grasp of how big the city is and see its amazing features in the distance. And also free!
</p>"
5,"<p property=""reviewBody"" id=""review_406293161"">
To get the panoramic view of the city you need to climb this. It's in the mid of the city where you can see the complete city aerial view.
</p>"
5,"<p property=""reviewBody"" id=""review_213083018"">
The square houses 3 of the most important buildings in the city: the Congress and Senate house, the Planalto Palace (the presidential office) and the Supreme Court building - each representing the 3 offices that rule the country, with their own autonomy, yet in balance and harmony. This is represented by the distribution of the buildings' construction, forming a perfect triangle. There are also some smaller buildings, like the one dedicated to the National heroes' memory and another that houses a large scale model of the city. you can visit all buildings and get a guided tour in order to learn more about the project and architecture of each building. The one drawback is that the visits are only conducted in Portuguese, which is a real shame. Still, it is worth a look, since is Oscar Niemeyer at his best. Amazing forms and silhouettes, making stone look weightless. Work of a genius.
</p>"
5,"<p property=""reviewBody"" id=""review_226005292"">
Impressive space, with the presidential palace on one side, the congress buildings on the other, and the supreme court on the third. Do not miss the 5 o'clock change of guard at the presidential palace.<br><br>Unfortunately the architectural ensamble was spoiled by later additions (the offices of the deputies, the huge flag pole, the dove-like pantheon).
</p>"
4,"<p property=""reviewBody"" id=""review_215445364"">
So this is it, where the Congress, the Itamaraty Palace and the Supreme Court is located, whether you like politics or not, you must visit this Square, remember, do not talk about politics there, because you will find supporters of the current government and oppositions, just enjoy the square!
</p>"
4,"<p property=""reviewBody"" id=""review_229414969"">
You will be in the political heart from Brasil, not to much to do, but to much to see. Get ready for a lot of sun in your head, but if you are going to Brasília you should stop there to know a little more about the city.
</p>"
5,"<p property=""reviewBody"" id=""review_215590164"">
Astonishing modern architecture from Oscar Niemeyer has created an amazing centre for the government of Brazil. In perfect harmony, with an expanse of space, it is also a tribute to the struggle for democracy.
</p>"
4,"<p property=""reviewBody"" id=""review_242857758"">
There's not much to be seen in town... but some points are just essential.<br><br>Then it all comes to restaurants :)
</p>"
3,"<p property=""reviewBody"" id=""review_366602150"">
First of all, you'll face a large row, in order to enter at the elevator. But, when you arrive in the tallest place from the antenna, you'll feel that was worth to see the view.
</p>"
5,"<p property=""reviewBody"" id=""review_248051905"">
Brasilia is a very young city, capital of Brazil, and is a must-place-to-go.<br>Not only for what it representes to the development of Brazil, from 1956, year of the beggining of its construction, but for the architecture of its buildings, monuments and cathedral, most of all.<br>Concepted by presidente Juscelino Kubistcheck, and planned by Lucio Costa and Oscar Niemeyer, two of the most imprtant architects in Brazil.<br><br>Restaurants, malls, lakes, parks and zoos, complete the tour one must take to know this vibrating city,
</p>"
5,"<p property=""reviewBody"" id=""review_339983146"">
Well worth the 45 minute queue to access the TV tower. From the viewing platform (not that high up) you can appreciate the design and symmetry of the city. And get a good view of the fountains should they actually be working.
</p>"
4,"<p property=""reviewBody"" id=""review_348162133"">
For me, it is the first place to visit when you will be in Brasília, the capital of Brazil. From the upper point, you will understand where you are. A beautiful sightseeing! After visiting Brasília´s TV Tower, you will be ready to know the rest of the planned city.
</p>"
3,"<p property=""reviewBody"" id=""review_340018860"">
We waited in line over an hour to get a five minute view of the well laid out city...was okay but the shops at the base are so much better to spend the time
</p>"
3,"<p property=""reviewBody"" id=""review_340094488"">
When arriving first go up the tower to the upper observation deck for great views and photo opps of the downtown. Then go back down then back up on the separate elevator to the middle level coffee shop giving you more relaxing views over a drink/snack. Then head back down to explore the stalls which have a bit of everything from glass art, hammocks, shoes, leather goods, toys, Brasilia themed trinkets and t-shirts etc. Many of the items are not unique or artistically special in terms of a Brasilia flair...in other words this place is not like night market finds in many Asian cities where you can score interesting, conversation starting home decor or clothing.
</p>"
3,"<p property=""reviewBody"" id=""review_349529884"">
There's a lift to get all the way up, and usually on weekends the line to get the small elevator is boring, but the views are great. Public restrooms available in the area, Quite accessible to phisically challenged people.
</p>"
4,"<p property=""reviewBody"" id=""review_350860316"">
This tower is a landmark for every foreigner visiting Brasilia.<br>It can be seen from every corner of Brasilia and makes sure that you never will get lost.
</p>"
5,"<p property=""reviewBody"" id=""review_349908835"">
If you want to ser Brasilia from above, this is your place. Nevermind the big line for the elevator, its worth the wait for sure
</p>"
3,"<p property=""reviewBody"" id=""review_351549088"">
This was part of the private tour we had and it was a nice view from the top but other then that nothing really that beautiful.
</p>"
4,"<p property=""reviewBody"" id=""review_258783221"">
Amazing! It is a place where you can find beautiful architecture works . As Brasilia City is well hot , I prefer a visit this place in the night .
</p>"
4,"<p property=""reviewBody"" id=""review_362200926"">
This tower is really a must if you love capturing lots of photos with really beautiful landscape, but be ready for a long queue to go up the tower so make sure you go there in the early morning.
</p>"
4,"<p property=""reviewBody"" id=""review_257615075"">
This is a tourist hotspot, because of the architecture and the politics. The open spac is nice and typical for Niemeyer's architecture.
</p>"
4,"<p property=""reviewBody"" id=""review_259871418"">
A place to be to feel the atmosphere of the city and try to understand Brazilian culture a little bit
</p>"
5,"<p property=""reviewBody"" id=""review_416247339"">
This is the place to go if you want to take pictures of Brasilia. You can see the whole city from there. Make sure the elevator is working; sometimes it breaks down and you cant go up.
</p>"
5,"<p property=""reviewBody"" id=""review_169693133"">
It is impossible to miss it, since it is the heart of the city. The architecture, Oscar Niemeyer at his best, is to be admired. A pity it is not well cared for as it deserves.
</p>"
4,"<p property=""reviewBody"" id=""review_174364041"">
This is the central square of the ""Monumental Brasilia"". Surrounded by the Presidential Palace, the Congress and the Federal Supreme Court, some of the most beautiful buildings in town, it is definitely a must-see in Brasilia.
</p>"
5,"<p property=""reviewBody"" id=""review_178365274"">
This square represents hope for a better future for Brasil. It's beautiful and concentrates lots of visiting places in Brasilia.
</p>"
5,"<p property=""reviewBody"" id=""review_197008315"">
The Three Powers Square is the heart of Brasilia since the development of the city spread from here. It is surrounded by the National Congress, the Presidential Offices, and Supreme Court. There are several sculptures in the square in memoriam to the city's founding, an diorama of the city under the square, the giant flag pole (largest permenently flying flag in the world), and the Panteão da Pátria (a museum honoring heroes of Brazil) with a permanently lit torch on a structure looking over the square. If you are there on the first Sunday of the month at 10 am, the Brasilian military conducts a formal flag changing ceremony that rotates among the various services.
</p>"
4,"<p property=""reviewBody"" id=""review_190608031"">
Nice place situated right between the supreme court, placio de planalto and the congress buildings, a ideal place to take photos of your trip to Brasilia. Recommend to all.
</p>"
4,"<p property=""reviewBody"" id=""review_211546965"">
Nice modern architecture. Its the place you can see all the three main buildings in Brasilia. Go there while visiting the monumental strip.
</p>"
4,"<p property=""reviewBody"" id=""review_197030636"">
The Three Powers Square is a must visit place for anyone going to Brasilia. It is the center of the capital and the power center of the country. Next there are several other monuments that can be visited and where you can observe the different architecture of Brasilia.
</p>"
3,"<p property=""reviewBody"" id=""review_212059708"">
The plaza is quite drab.. no trees, no place to eat .. nothing quite enticing .. of course, someone will tell you there was/is a reason for that.. but really? how do they expect tourists to hang out there if they call it a plaza...
</p>"
5,"<p property=""reviewBody"" id=""review_298861332"">
This natural reserve is not too far from Brasilia, and has several waterfalls. The tour takes a few hours, of not so difficult hiking. After your day, you will enjoy an okay meal. Close to the eating place, there are good canopy tours, included in the package.
</p>"
5,"<p property=""reviewBody"" id=""review_309588704"">
Had to queue for about an hour, but the views were well worth it! You can get a nice overview of the aixo monumental and snap some good photos :)
</p>"
4,"<p property=""reviewBody"" id=""review_309082000"">
This is a good place to visit and to know the city for the tourist. It has a good view of 360 degree and you can see the wings and body of the city as it is planned city on shape of an airplane. Go during the sunset and it has good view. Worth of your visit.
</p>"
5,"<p property=""reviewBody"" id=""review_329773493"">
Hikes for all the needs, from easy ones to some which demand more time, but even those are easily accesible and great waterfalls and 'baths'.
</p>"
5,"<p property=""reviewBody"" id=""review_315202441"">
The entrance is free and you can see beautiful vistas of Brasilia. I highly recommend it. There are two places to visit: the top floor offers great view of the city.
</p>"
3,"<p property=""reviewBody"" id=""review_312500721"">
Nice views of Brazilia however I wouldn't go as far as saying it was breath taking. If you have nothing to do it may be worth your while otherwise not earth shattering.. Free admission.
</p>"
4,"<p property=""reviewBody"" id=""review_315832790"">
It is certainly worth going up to the level allowed in this building for the wonderful 360 degree views of the city.
</p>"
3,"<p property=""reviewBody"" id=""review_332193923"">
It is an interesting place to have a good look of Brasilia, particular the ""esplanada dos ministerios"". From the top of the tower you can see as far as the neighboring cities.
</p>"
5,"<p property=""reviewBody"" id=""review_323126884"">
This tower is best used to get a feel for the ""airplane"" layout of Brasilia and to get amazing aerial shots of the city. The observation platform is only about 1/3 of the way up the structure, at about 15-18 stories, but is reached by a central elevator. The views on a clear day show you all the way to congress and the man made lake and bridges beyond to the tail where the Kubischek memorial lies.
</p>"
4,"<p property=""reviewBody"" id=""review_329173113"">
Like most of the city it needs a upgrade. It is a ugly giant tower. The saving point is the nice view and breese 75 meters up. The digital tower looks nice from a distance.
</p>"
5,"<p property=""reviewBody"" id=""review_332096269"">
This place has a fair with typical food and products, where you can find from simple gifts to fancy furniture. Also it has a great view from the city once you go up high.
</p>"
5,"<p property=""reviewBody"" id=""review_339609291"">
Located right next to the Esplanade of Ministries, the TV tower has an observation deck where you can view the entire center of the capital in 360 degrees. And the best part is that the entrance is free! Then enjoy and take a walk through the Tower fair to buy gifts for friends and relatives. Unmissable!
</p>"
5,"<p property=""reviewBody"" id=""review_350830388"">
Chapada is a city situated in a wonderful area with many waterfalls. Unfortunately they are not so cose to eachother, so a car would be a necessity, but it is worthwhile to visit them.
</p>"
4,"<p property=""reviewBody"" id=""review_362451524"">
the right place to all nature lovers like us, we had a wonderful day, fresh air we felt really good, I recommend heartily
</p>"
4,"<p property=""reviewBody"" id=""review_364049971"">
We enjoyed every minute, the day was sunny divan, reserve the right place if you like nature, recommend it to everyone
</p>"
4,"<p property=""reviewBody"" id=""review_432805696"">
We got bus there with a group. Split us into groups taking longer and shorter walks on uneven trail. Although 4 km seemed longer as up and down and winding, and hot and stops to explain trees (but no insight into birds and insects). Late lunch was welcome and basic (could bring your own). Worth a visit but if you had a guide in the National Park on the city edge you'd probably get as much info.
</p>"
5,"<p property=""reviewBody"" id=""review_366603878"">
If you like to enjoy the nature waterfalls you should to visit Chapada Imperial. The localization is about 50 minutes from downtown. In the morning, you will make a track accompanied by a guide. After that, you'll have lunch. This meal is included the price of ride.<br>
</p>"
5,"<p property=""reviewBody"" id=""review_432673688"">
We were part of a large group that visited this park for a day excursion after a three day meeting. Most people were nature lovers. This park exceeded our expectations for its beauty and interest for birders and botanists. Well worth the visit.<br><br>While it is only 50 km from Brasilia the last 10 km or so is on dirt road - a good surface but I think may be difficult after heavy rain.<br><br>There are a number of walks of different lengths but you only need to go one way as a truck can pick you up from where you stop. The long walk is an extension of the medium walk. I was in a group that started at the 'end' of the long walk. We were driven by truck to the final point and then did the long walk in reverse. The long walk travels along the water course past many waterfalls and is mostly downhill. There is a steep climb from the last waterfall up to where the truck picks you up. Doing it in reverse, we started with a steep downhill climb and then a gradual walk uphill. We had a guide to accompany us.<br><br>We had the opportunity to swim at four different falls - the water was cool and very refreshing. I took the opportunity to swim at each one, including a dunking under the falls themselves. <br><br>The walk is not really suitable for someone who is not steady on their feet or has a fear of heights. Some of the ladders/steps down to the falls were steep with the odd rung missing. I was fine (I am 63 yr old but very fit) but you do need to be reasonable active to do the long walk. Wear proper footwear, take water, a hat and sunscreen and don't forget your swimmers. <br><br>Our party of nature lovers saw a range of wildlife including tamarind monkeys, a river otter, a lot of birds and butterflies. There was a wide range of vegetation in flower. <br><br>It is a beautiful nature park - a bit rough and primitive but a real gem. The park owners are also involved in animal rescue and who should be applauded for their activities. We enjoyed a simple lunch at the end of our trip and a ride on the 'flying fox'. A great day out so close to brasilia.
</p>"
4,"<p property=""reviewBody"" id=""review_364050296"">
We were thrilled with the animals, and the environment, I think this is a good place for children to see and learn about animals
</p>"
3,"<p property=""reviewBody"" id=""review_366189570"">
There i saw a lot of animals i have never seen before (also, was my first time in brasil) but the facilities are poor and the animals seem to suffer. Also, be careful what you eat from the cantines, i was sick for one week from eating a pastel
</p>"
4,"<p property=""reviewBody"" id=""review_281637538"">
The tower offers 360 degree views over Brasilia. The view down the mall towards the monuments is very special but aside from that there's nothing particularly spectacular. Nonetheless, it helps put the orientation of the city into perspective. It's well worth an hour of one's time.
</p>"
5,"<p property=""reviewBody"" id=""review_288512401"">
This is a very nice sightseeing and you have to do it if you are in Brasília. You can go up to the tone and also buy souvenirs around it. I extremely recommend!
</p>"
4,"<p property=""reviewBody"" id=""review_284517365"">
An icon of the Brasilia skyline, this is a must. At the bottom is a market, where we wandered until it rained. Despite is soviet, metal massiveness, it has a charm to it that demands appreciation.
</p>"
4,"<p property=""reviewBody"" id=""review_281046661"">
I visited the tower with a group of Brazilian friends and thoroughly enjoyed the experience. The tower is 224 metres high and from below the viewing platform looks like something out of the Star Wars movies. The queue was reasonable and the view from the platform 75 metres above ground level (accessed by lift) is well worth the queuing. The view is great and the nearby football stadium, car racing circuit, markets and many of the cities buildings can be easily seen.
</p>"
3,"<p property=""reviewBody"" id=""review_288999802"">
Go , get the elevator (for free) take a look around the city, definitely the best 360 view of the city, there is no reason to spend more then 10 minutes here . But you should go
</p>"
5,"<p property=""reviewBody"" id=""review_289636016"">
Excellent chance to take a cop view of Brasilia, the 360 degrees view is awesome. You need to make a line waiting for the elevator to reach the area view, but the time on the tower is Payless
</p>"
5,"<p property=""reviewBody"" id=""review_291255439"">
Perffect to have a look over the town. I have been there in July and no people to wait.<br>And it is completely free. .
</p>"
4,"<p property=""reviewBody"" id=""review_296912470"">
If you want to have an amazing view over the whole city of Brasilia you have to visit the tv tower. It is for free and you are going up in an elevator. On the top you can take pictures of the center, the goverment district, the stadium Mane Garninha and the city park. It's very nice. On the weekends there often is a quew to take the elevator if you would like to avoid that you shouöd go during the week.
</p>"
5,"<p property=""reviewBody"" id=""review_294074583"">
Cool sunset view over the Plano Piloto in Brasilia. Get in line and take the free elevator to a platform half way up the tower for a beautiful view.
</p>"
4,"<p property=""reviewBody"" id=""review_302002845"">
Although not high enough, the tower still gives you an overview of the city. It becomes more stunning during sunset. You can take a free lift to get to the observatory deck. Worth a visit.
</p>"
5,"<p property=""reviewBody"" id=""review_246979196"">
There is a free elevator that takes you to the viewing platform approximately one-third of the way up.<br>The view is fully panoramic, and you can see the satellite towns that are perhaps 20km away.<br>It will only pass 10-15 minutes of your time, and it's free.
</p>"
4,"<p property=""reviewBody"" id=""review_243118315"">
The second best function for transmission towers surely is city sightseeing!<br><br>Ironically, first thing I noticed while up there was the New Digital Tv Tower :p
</p>"
4,"<p property=""reviewBody"" id=""review_230028051"">
The line moves fast...once on the observation deck you will have many photo opportunities. The views are just as amazing as the city. Near by is the waterfall, the I love Brasilia sign and plenty of great little shops.
</p>"
5,"<p property=""reviewBody"" id=""review_229325427"">
This is a great place to see Brasilia and a bit of how the city is laid out. You can see downtown as well as the seat of government in the distance. The view is free but parking can be a bit touch and go depending on the time of day and the number of visitors. The fountains in front are a beautiful site at night. New elevators were recently installed. There is a snack and beverage center on the observation level so you can enjoy your cake with a view.<br><br>Although not high enough to see all of Brasilia it is worth the time to visit, take in the views, and relax.
</p>"
5,"<p property=""reviewBody"" id=""review_250611795"">
To clearly see and understand the beauty of oscar niemeyer's vision of the city, one has to go up the tower. The aeroplane structure of the city landscape is only understood once you see it from here. <br><br>They have a beautiful cafe on the earlier floor where a brazilian coffee or a beer is a must. The tower entrance is shut if its too cloudy, windy or rainy. There is a nice I LOVE BRASILIA installation down the tower. A pic there is a must. May become your album cover too.
</p>"
4,"<p property=""reviewBody"" id=""review_255885645"">
Beautiful view of Brasilia, great place to take pictures! There are some shops with souvenirs as well as typical food.
</p>"
5,"<p property=""reviewBody"" id=""review_127384118"">
Big and beautiful green area in the heart of the urban scene.
</p>"
3,"<p property=""reviewBody"" id=""review_127384097"">
The headquarters of the local government is situated in a very beautiful classical building.
</p>"
3,"<p property=""reviewBody"" id=""review_124010182"">
Close to the Riverside Stadium River International, a mall (shopping beautiful beach) and the historic city center. Beautiful view of Lake Guaiba
</p>"
3,"<p property=""reviewBody"" id=""review_148100010"">
Nothing much on this area. No attraction besides a walking place with trees. As in all park areas in Porto Alegre be very aware of its surounds.
</p>"
3,"<p property=""reviewBody"" id=""review_130378099"">
Go to Parcão. Marinha is beautiful, but is not a realy safe place.
</p>"
3,"<p property=""reviewBody"" id=""review_207822281"">
It is a park, that has a tremendous green space, people can walk for several miles and also cross the road and walking near the Guaiba Lake.
</p>"
5,"<p property=""reviewBody"" id=""review_243977173"">
Peace, meditation, water, gardens, it is one of most important water treatment place. Our water is good for drinking on tap
</p>"
5,"<p property=""reviewBody"" id=""review_449251922"">
The theater is excelent, the place was renewed and looks beautiful. The location is different, besides an hospital.
</p>"
4,"<p property=""reviewBody"" id=""review_185399553"">
We had the pleasure to watch a musical attraction in Araujo Vianna and we were surprised by its acoustic capacity and infrastructure.
</p>"
4,"<p property=""reviewBody"" id=""review_461567178"">
This is a popular market located in the heart of Porto Alegre city. This is the place where a costumer can find a wide range of products, from wine to coffee and tea, from meat to fish.
</p>"
3,"<p property=""reviewBody"" id=""review_412032677"">
The visit of the public market is a good starting point for a walk around the city. The market itself is not very spectacular, but worth a stroll along the stores offering various goods. Also the coffee there is quite good.
</p>"
5,"<p property=""reviewBody"" id=""review_418060956"">
Great place, fun, organized and full of fresh nice products, including my favorites salami and cheese. Found here the best bee wax I have ever found, that gives you an idea of the variety of things you can find
</p>"
5,"<p property=""reviewBody"" id=""review_318770165"">
Surprising architecture, with an amazing art gallery on the rooftop. It is suggest to get there on weekdays, because there is a chance it will be less crowded, and you should also avoid going if there are any riots or protests scheduled to happen. It is really close to the national congress building, and you should try to visit both on the same day. Also there might be time to visit the ""praça dos três poderes"" that is in a walking distance from both attractions<br>
</p>"
5,"<p property=""reviewBody"" id=""review_325228222"">
I had the good fortune of visiting Itamaraty as part of a professional visit to Brasilia. I've been in most of the main buildings here; of the government offices, ministries, palaces, etc...this is the one I prefer. The ministerial stairway is design perfection. Keep eyes open for original furniture, too...Worth the visit
</p>"
4,"<p property=""reviewBody"" id=""review_226477538"">
There are great views of all of Brasilia from the tower, so since it's free, it's worth going up. There are also shops and vendors around the base, and it's not far from the park, some hotels, and a mall.
</p>"
5,"<p property=""reviewBody"" id=""review_327498586"">
We came to a guided tour. The young lady apologized for her English but there was no reason at all: she was great. It's an amazing result of concrete architecture by Niemeyer who asked the builders the impossible! Like here: building arcades without columns- great master piece.<br>Some inside sculptures are very nice like the lamp with cristals and some are rejecting like female sculptures of a Brazilian female artist.
</p>"
5,"<p property=""reviewBody"" id=""review_338179673"">
Could be overlooked from the outside, hidden by concrete columns. But do go inside, you will be surprised by the genius work by Oscar Niemeyer and Burle Marx. A must see in Brasilia!
</p>"
5,"<p property=""reviewBody"" id=""review_339979796"">
The outside, and especially the inside, of this building is well worth a tour. The roof garden especially is worth seeing. Some tours are in English but, be warned, nobody is allowed in wearing shorts (even women).
</p>"
5,"<p property=""reviewBody"" id=""review_353260534"">
I did not went inside but got a nice look around and got amazed by the architecture and the artificial lake reflecting the palace.
</p>"
4,"<p property=""reviewBody"" id=""review_174904673"">
I recommend to visit this place since has a very beautiful view of the city. Beside this is possible buy many things in small stores.
</p>"
3,"<p property=""reviewBody"" id=""review_207401971"">
I recommend this place if you like a good view of the city. It easy to get up there. You can have a good view of the congress building.
</p>"
4,"<p property=""reviewBody"" id=""review_211231427"">
after walking around Brasilia, this is a great time and attraction to sum up your day. It gives you a view that brings everything you visited together in one scenic view. It is worth the wait and even beter if the sun is setting. It is safe for children to accompany you. You should also visit the lower level where there is a coffe shop and lounge. I sat there for two hours just relaxing a bit and enjoying the simmetric view of this planned city
</p>"
3,"<p property=""reviewBody"" id=""review_212651131"">
Can't get the full layout of the airplane design of Brasilia, however it was a good way to take in the Eixo Monumental and some of the nearby landmarks (Modern Cathedral, National Stadium, TV Tower fountain, National Congress bldg).<br><br>Easy to go up and walk around even during the day of a World Cup game for a short excursion.
</p>"
4,"<p property=""reviewBody"" id=""review_212893946"">
We were a bit line. Take the elevator for about one-third the height of the tower. From where you can see a nice appearance of the central avenue, stadium, government buildings, church, and more.
</p>"
4,"<p property=""reviewBody"" id=""review_215445942"">
The tower, the fountain and the ""I love Brasilia"" sign are perfect for your photos, you must have to walk a lot just to be there, but it is worth it
</p>"
4,"<p property=""reviewBody"" id=""review_217286229"">
Nice to take a stroll. The vendors around it are the best. Good chance for souvenir shopping. The line was long but there were a lot of tourists for the game.
</p>"
1,"<p property=""reviewBody"" id=""review_218436461"">
You can find a great view of all of Brasilia on the top of the tower but to get there you will have to experience some of the worst conditions Brasil has to offer.<br><br>Litter on the floor, beggars sleeping around are just some examples of why this is not a very pleasant visit.<br><br>Even after you get up on the very old elevator, you will find a view blocked by metal nets, chewing gum attached to almost every surface completes the experience.<br><br>Truly shameful...
</p>"
